Index;Season;Date;HomeTeam;AwayTeam;HomeTeamGoals;AwayTeamGoals;Result;HomeTeamShots;AwayTeamShots;HomeTeamShotsOnTarget;AwayTeamShotsOnTarget;HomeTeamCorners;AwayTeamCorners;HomeTeamYellow;AwayTeamYellow;HomeTeamRed;AwayTeamRed;HomeTeamFouls;AwayTeamFouls;Gameday
581;2018;27/04/2019;Magdeburg;Greuther Furth;2;1;H;16;9;7;2;5;6;2;4;0;0;16;14;31
582;2018;28/04/2019;Union Berlin;Hamburg;2;0;H;12;7;3;4;9;3;2;2;0;0;14;14;31
583;2018;28/04/2019;Paderborn;Heidenheim;3;1;H;16;16;5;5;6;6;1;0;0;0;12;11;31
584;2018;28/04/2019;Erzgebirge Aue;Bochum;3;2;H;13;13;4;5;2;2;2;2;0;0;17;16;31
585;2018;29/04/2019;Duisburg;Bielefeld;2;2;D;13;10;7;4;5;1;5;4;0;1;15;17;31
586;2018;03/05/2019;Bielefeld;Paderborn;2;0;H;17;10;6;4;5;2;5;3;0;0;11;11;32
587;2018;03/05/2019;Dresden;St Pauli;2;1;H;11;10;5;6;5;5;2;3;0;0;15;16;32
588;2018;04/05/2019;Heidenheim;Sandhausen;2;3;A;20;12;10;5;10;2;1;4;0;0;10;12;32
589;2018;04/05/2019;Hamburg;Ingolstadt;0;3;A;18;9;3;6;5;5;0;2;0;0;7;13;32
590;2018;04/05/2019;Bochum;Magdeburg;4;2;H;17;18;8;8;2;10;2;3;0;0;8;6;32
591;2018;05/05/2019;Darmstadt;Union Berlin;2;1;H;9;21;3;8;1;6;1;1;0;0;14;14;32
592;2018;05/05/2019;Regensburg;Erzgebirge Aue;1;3;A;15;11;4;5;4;1;4;1;1;0;19;12;32
593;2018;05/05/2019;Holstein Kiel;Duisburg;0;2;A;29;9;5;5;9;3;2;1;0;0;14;11;32
594;2018;06/05/2019;Greuther Furth;FC Koln;0;4;A;3;20;0;9;1;11;1;0;0;0;10;5;32
595;2018;12/05/2019;Duisburg;Heidenheim;3;4;A;21;22;9;8;7;5;2;2;0;0;15;10;33
596;2018;12/05/2019;Union Berlin;Magdeburg;3;0;H;14;12;7;1;3;5;1;1;0;0;22;16;33
597;2018;12/05/2019;Ingolstadt;Darmstadt;3;0;H;10;11;4;0;3;5;2;3;0;0;15;13;33
598;2018;12/05/2019;St Pauli;Bochum;0;0;D;12;10;3;4;8;4;0;1;0;0;16;8;33
599;2018;12/05/2019;Paderborn;Hamburg;4;1;H;20;15;11;4;5;9;1;4;0;0;12;19;33
600;2018;12/05/2019;Erzgebirge Aue;Greuther Furth;1;1;D;9;12;2;3;2;8;2;1;0;0;13;11;33
601;2018;12/05/2019;FC Koln;Regensburg;3;5;A;17;27;7;7;6;6;5;2;1;0;15;17;33
602;2018;12/05/2019;Holstein Kiel;Dresden;3;0;H;12;4;5;0;6;2;1;0;0;0;18;19;33
603;2018;12/05/2019;Sandhausen;Bielefeld;0;3;A;12;6;2;3;1;6;0;2;0;0;16;6;33
604;2018;19/05/2019;Regensburg;Sandhausen;2;2;D;15;12;3;5;7;6;3;2;0;0;12;15;34
605;2018;19/05/2019;Heidenheim;Ingolstadt;4;2;H;17;17;10;5;5;9;1;2;1;0;12;9;34
606;2018;19/05/2019;Hamburg;Duisburg;3;0;H;22;8;8;5;12;4;0;2;0;0;6;11;34
607;2018;19/05/2019;Greuther Furth;St Pauli;2;1;H;22;9;5;2;3;3;5;3;0;1;16;15;34
608;2018;19/05/2019;Dresden;Paderborn;3;1;H;12;21;5;5;8;11;0;0;0;0;10;14;34
609;2018;19/05/2019;Darmstadt;Erzgebirge Aue;1;0;H;9;14;4;7;2;0;2;1;0;0;12;15;34
610;2018;19/05/2019;Bochum;Union Berlin;2;2;D;8;26;2;8;2;7;4;3;1;0;18;22;34
611;2018;19/05/2019;Bielefeld;Holstein Kiel;1;0;H;20;16;6;1;8;6;1;1;0;0;9;15;34
612;2018;19/05/2019;Magdeburg;FC Koln;1;1;D;12;17;4;5;4;2;2;2;0;0;10;7;34
613;2019;26/07/2019;Stuttgart;Hannover;2;1;H;14;7;7;2;4;3;6;3;1;1;14;15;1
614;2019;27/07/2019;Osnabruck;Heidenheim;1;3;A;9;9;2;6;6;6;2;1;1;0;12;13;1
615;2019;27/07/2019;Holstein Kiel;Sandhausen;1;1;D;21;15;3;3;5;7;0;4;0;0;4;22;1
616;2019;27/07/2019;Dresden;Nurnberg;0;1;A;16;5;3;2;12;1;2;2;0;0;16;9;1
617;2019;28/07/2019;Hamburg;Darmstadt;1;1;D;24;8;7;4;7;2;2;4;0;0;12;15;1
618;2019;28/07/2019;Regensburg;Bochum;3;1;H;17;16;6;4;5;3;2;2;0;0;13;9;1
619;2019;28/07/2019;Wehen;Karlsruhe;1;2;A;16;12;4;4;5;4;2;2;0;0;9;17;1
620;2019;28/07/2019;Greuther Furth;Erzgebirge Aue;0;2;A;23;12;7;7;9;2;1;4;0;0;9;17;1
621;2019;29/07/2019;Bielefeld;St Pauli;1;1;D;22;5;5;3;8;0;2;2;0;0;8;15;1
622;2019;02/08/2019;Bochum;Bielefeld;3;3;D;19;15;8;7;4;5;3;2;0;0;9;17;2
623;2019;02/08/2019;St Pauli;Greuther Furth;1;3;A;15;6;5;5;7;1;0;1;0;0;9;16;2
624;2019;02/08/2019;Sandhausen;Osnabruck;0;1;A;13;18;4;4;5;2;4;1;0;0;15;8;2
625;2019;03/08/2019;Hannover;Regensburg;1;1;D;21;9;6;7;8;1;1;2;0;0;11;12;2
626;2019;03/08/2019;Karlsruhe;Dresden;4;2;H;15;15;6;5;4;6;1;3;0;0;9;14;2
627;2019;04/08/2019;Erzgebirge Aue;Wehen;3;2;H;11;23;6;7;1;5;4;5;0;0;15;20;2
628;2019;04/08/2019;Darmstadt;Holstein Kiel;2;0;H;12;22;5;2;4;15;0;1;0;0;9;16;2
629;2019;04/08/2019;Heidenheim;Stuttgart;2;2;D;15;23;5;10;3;10;0;1;0;0;8;12;2
630;2019;05/08/2019;Nurnberg;Hamburg;0;4;A;9;15;0;8;4;3;1;1;0;0;13;6;2
631;2019;16/08/2019;Sandhausen;Nurnberg;3;2;H;15;11;6;6;3;6;3;3;0;0;14;16;3
632;2019;16/08/2019;Hamburg;Bochum;1;0;H;14;7;6;0;14;0;1;1;0;0;8;16;3
633;2019;17/08/2019;Wehen;Hannover;0;3;A;14;11;5;6;4;6;4;1;0;0;12;8;3
634;2019;17/08/2019;Stuttgart;St Pauli;2;1;H;17;15;5;2;4;9;0;2;0;0;11;17;3
635;2019;17/08/2019;Bielefeld;Erzgebirge Aue;3;1;H;14;12;5;8;9;1;1;3;0;0;17;16;3
636;2019;18/08/2019;Greuther Furth;Regensburg;1;0;H;15;4;7;1;5;3;0;2;0;0;19;14;3
637;2019;18/08/2019;Holstein Kiel;Karlsruhe;2;1;H;20;17;7;2;6;3;0;2;1;0;15;13;3
638;2019;18/08/2019;Dresden;Heidenheim;2;1;H;17;13;5;6;5;6;0;1;0;0;11;15;3
639;2019;19/08/2019;Osnabruck;Darmstadt;4;0;H;21;8;8;1;3;6;3;4;0;0;16;16;3
640;2019;23/08/2019;Darmstadt;Dresden;0;0;D;11;11;2;2;4;4;2;2;0;0;10;16;4
641;2019;23/08/2019;Erzgebirge Aue;Stuttgart;0;0;D;10;12;0;5;2;7;1;6;0;1;12;9;4
642;2019;24/08/2019;Bochum;Wehen;3;3;D;23;16;9;7;7;3;3;1;1;0;12;9;4
643;2019;24/08/2019;Hannover;Greuther Furth;1;1;D;11;17;2;6;4;6;3;4;0;0;18;18;4
644;2019;24/08/2019;Regensburg;Bielefeld;1;3;A;10;14;3;4;5;7;4;1;0;0;14;8;4
645;2019;25/08/2019;Heidenheim;Sandhausen;0;2;A;13;15;2;4;8;5;1;0;0;0;9;8;4
646;2019;25/08/2019;Karlsruhe;Hamburg;2;4;A;21;16;7;7;5;2;2;3;0;0;10;13;4
647;2019;25/08/2019;Nurnberg;Osnabruck;1;0;H;16;7;7;2;14;1;2;2;0;0;16;8;4
648;2019;26/08/2019;St Pauli;Holstein Kiel;2;1;H;11;13;2;6;6;6;4;3;1;0;14;7;4
649;2019;01/09/2019;Holstein Kiel;Erzgebirge Aue;1;1;D;12;21;3;6;6;8;3;3;0;0;10;12;5
650;2019;01/09/2019;Hamburg;Hannover;3;0;H;20;9;8;4;4;3;0;0;0;0;11;19;5
651;2019;01/09/2019;Osnabruck;Karlsruhe;3;0;H;20;10;7;3;8;6;2;3;0;0;19;16;5
652;2019;02/09/2019;Stuttgart;Bochum;2;1;H;17;13;6;5;3;6;0;1;0;0;7;6;5
653;2019;30/08/2019;Sandhausen;Darmstadt;1;0;H;16;16;5;3;7;7;2;5;0;1;20;12;5
654;2019;30/08/2019;Nurnberg;Heidenheim;2;2;D;27;8;7;2;8;7;2;3;0;0;9;9;5
655;2019;31/08/2019;Dresden;St Pauli;3;3;D;13;8;8;3;4;9;1;2;1;0;7;18;5
656;2019;31/08/2019;Bielefeld;Greuther Furth;2;2;D;19;13;6;5;10;3;0;3;0;0;13;13;5
657;2019;31/08/2019;Wehen;Regensburg;0;5;A;11;14;2;9;7;5;1;0;0;0;12;8;5
658;2019;13/09/2019;Karlsruhe;Sandhausen;1;0;H;14;17;5;5;7;6;2;3;0;0;12;12;6
659;2019;13/09/2019;Greuther Furth;Wehen;2;1;H;21;9;6;1;8;6;4;1;0;0;10;19;6
660;2019;14/09/2019;Hannover;Bielefeld;0;2;A;13;7;4;4;6;2;5;1;1;0;13;15;6
661;2019;14/09/2019;Heidenheim;Holstein Kiel;3;0;H;15;14;6;1;5;8;1;1;0;0;12;11;6
662;2019;14/09/2019;Regensburg;Stuttgart;2;3;A;14;24;5;7;7;12;4;0;0;0;22;9;6
663;2019;15/09/2019;Darmstadt;Nurnberg;3;3;D;12;26;6;7;5;8;1;1;0;0;19;10;6
664;2019;15/09/2019;Bochum;Dresden;2;2;D;23;7;7;5;7;1;2;3;0;0;11;15;6
665;2019;15/09/2019;Erzgebirge Aue;Osnabruck;1;0;H;22;14;6;3;5;4;2;5;1;0;16;14;6
666;2019;16/09/2019;St Pauli;Hamburg;2;0;H;10;14;4;5;4;8;2;2;0;0;10;9;6
667;2019;20/09/2019;Heidenheim;Darmstadt;1;0;H;9;13;5;2;6;4;2;0;0;0;11;12;7
668;2019;20/09/2019;Holstein Kiel;Hannover;1;2;A;9;11;5;3;5;1;2;2;0;0;16;15;7
669;2019;21/09/2019;Sandhausen;Bochum;1;1;D;20;14;6;5;5;6;1;4;0;0;15;12;7
670;2019;21/09/2019;Nurnberg;Karlsruhe;1;1;D;16;13;7;3;1;8;0;0;0;0;12;13;7
671;2019;21/09/2019;Wehen;Bielefeld;2;5;A;11;10;6;8;4;2;2;2;1;0;13;11;7
672;2019;21/09/2019;Stuttgart;Greuther Furth;2;0;H;16;15;5;3;3;3;1;4;0;0;20;16;7
673;2019;22/09/2019;Dresden;Regensburg;2;1;H;10;17;7;3;4;5;1;3;0;0;18;17;7
674;2019;22/09/2019;Hamburg;Erzgebirge Aue;4;0;H;9;9;5;2;5;3;1;3;0;0;6;14;7
675;2019;22/09/2019;Osnabruck;St Pauli;1;1;D;16;13;5;3;5;8;2;4;0;1;16;16;7
676;2019;27/09/2019;Wehen;Osnabruck;2;0;H;15;4;4;0;3;1;3;1;0;0;20;9;8
677;2019;27/09/2019;Bielefeld;Stuttgart;0;1;A;10;11;2;4;2;4;3;1;1;0;12;5;8
678;2019;28/09/2019;Bochum;Darmstadt;2;2;D;15;10;5;6;5;4;2;1;0;0;19;12;8
679;2019;28/09/2019;Karlsruhe;Heidenheim;1;1;D;17;10;3;2;7;8;2;3;0;0;11;12;8
680;2019;28/09/2019;Regensburg;Hamburg;2;2;D;8;14;2;3;4;8;4;1;0;0;23;11;8
681;2019;29/09/2019;St Pauli;Sandhausen;2;0;H;21;18;7;4;7;5;2;1;0;0;13;18;8
682;2019;29/09/2019;Greuther Furth;Holstein Kiel;0;3;A;6;18;2;9;3;5;1;1;0;0;14;13;8
683;2019;29/09/2019;Erzgebirge Aue;Dresden;4;1;H;12;9;7;2;5;11;3;2;0;0;14;10;8
684;2019;30/09/2019;Hannover;Nurnberg;0;4;A;10;8;0;4;6;1;3;1;0;0;6;15;8
685;2019;04/10/2019;Stuttgart;Wehen;1;2;A;30;6;6;4;8;1;1;3;0;1;10;9;9
686;2019;04/10/2019;Darmstadt;Karlsruhe;1;1;D;21;8;5;2;11;3;1;2;0;0;4;8;9
687;2019;05/10/2019;Hamburg;Greuther Furth;2;0;H;21;12;8;3;12;3;1;3;0;0;9;16;9
688;2019;05/10/2019;Sandhausen;Erzgebirge Aue;2;2;D;21;12;9;5;13;6;2;3;0;0;10;17;9
689;2019;05/10/2019;Dresden;Hannover;0;2;A;10;18;2;9;3;5;1;5;1;1;8;17;9
690;2019;06/10/2019;Heidenheim;Bochum;2;3;A;20;8;6;4;11;0;0;3;0;0;12;13;9
691;2019;06/10/2019;Holstein Kiel;Regensburg;1;2;A;20;6;5;3;11;4;1;1;0;0;11;10;9
692;2019;06/10/2019;Nurnberg;St Pauli;1;1;D;21;10;7;2;8;2;3;1;0;0;12;10;9
693;2019;07/10/2019;Osnabruck;Bielefeld;0;1;A;9;14;1;4;5;8;2;2;1;0;9;15;9
694;2019;18/10/2019;Erzgebirge Aue;Nurnberg;4;3;H;9;17;6;5;2;5;3;2;0;1;15;15;10
695;2019;18/10/2019;Greuther Furth;Dresden;2;0;H;11;11;3;1;3;0;1;3;0;0;12;18;10
696;2019;19/10/2019;Wehen;Heidenheim;0;0;D;9;10;3;1;7;7;2;3;0;0;14;8;10
697;2019;19/10/2019;Regensburg;Sandhausen;1;0;H;7;16;2;1;7;5;0;4;0;0;10;20;10
698;2019;19/10/2019;St Pauli;Darmstadt;0;1;A;20;16;4;6;10;6;2;2;0;0;14;12;10
699;2019;20/10/2019;Hannover;Osnabruck;0;0;D;20;9;4;4;6;3;2;2;0;0;9;13;10
700;2019;20/10/2019;Bochum;Karlsruhe;3;3;D;19;18;7;6;5;7;2;4;0;1;14;11;10
701;2019;20/10/2019;Stuttgart;Holstein Kiel;0;1;A;18;12;4;3;7;1;3;2;1;0;13;8;10
702;2019;21/10/2019;Bielefeld;Hamburg;1;1;D;14;15;7;3;6;4;2;0;0;0;8;5;10
703;2019;25/10/2019;Darmstadt;Erzgebirge Aue;1;0;H;9;9;1;2;3;4;4;0;0;0;9;7;11
704;2019;25/10/2019;Holstein Kiel;Bochum;2;1;H;15;11;5;3;7;2;4;5;0;0;8;21;11
705;2019;26/10/2019;Karlsruhe;Hannover;3;3;D;20;13;7;7;5;3;3;4;0;1;15;16;11
706;2019;26/10/2019;Hamburg;Stuttgart;6;2;H;13;13;6;5;3;4;1;3;0;0;9;14;11
707;2019;26/10/2019;Dresden;Bielefeld;0;1;A;5;14;1;7;0;8;3;2;0;0;13;9;11
708;2019;27/10/2019;Heidenheim;St Pauli;1;0;H;12;15;2;4;7;2;0;2;0;0;14;14;11
709;2019;27/10/2019;Osnabruck;Greuther Furth;0;0;D;13;14;4;3;2;4;4;3;0;0;21;17;11
710;2019;27/10/2019;Nurnberg;Regensburg;1;1;D;13;14;2;4;7;3;0;4;0;0;10;13;11
711;2019;28/10/2019;Sandhausen;Wehen;0;0;D;11;5;1;1;3;5;2;2;1;0;10;12;11
712;2019;01/11/2019;Regensburg;Osnabruck;3;3;D;16;18;6;9;3;6;4;2;0;0;19;12;12
713;2019;01/11/2019;Hannover;Sandhausen;1;1;D;15;17;1;6;0;7;3;0;0;0;15;9;12
714;2019;02/11/2019;Erzgebirge Aue;Heidenheim;1;1;D;8;13;2;5;4;4;3;5;0;0;16;19;12
715;2019;02/11/2019;St Pauli;Karlsruhe;2;2;D;19;14;8;4;3;5;2;3;0;0;11;15;12
716;2019;02/11/2019;Greuther Furth;Darmstadt;3;1;H;19;11;6;3;6;3;2;2;0;0;16;12;12
717;2019;03/11/2019;Bielefeld;Holstein Kiel;2;1;H;10;13;4;5;5;4;2;2;0;0;9;9;12
718;2019;03/11/2019;Stuttgart;Dresden;3;1;H;16;10;5;4;6;1;2;3;0;0;10;11;12
719;2019;03/11/2019;Wehen;Hamburg;1;1;D;9;20;2;7;6;8;1;0;1;0;18;4;12
720;2019;04/11/2019;Bochum;Nurnberg;3;1;H;11;12;4;5;3;7;2;3;0;0;11;16;12
721;2019;08/11/2019;St Pauli;Bochum;1;1;D;13;11;4;4;12;3;1;2;0;0;12;11;13
722;2019;08/11/2019;Dresden;Wehen;1;0;H;11;8;5;2;4;1;3;3;0;0;18;17;13
723;2019;09/11/2019;Sandhausen;Greuther Furth;3;2;H;23;8;6;4;6;4;3;2;0;0;18;18;13
724;2019;09/11/2019;Osnabruck;Stuttgart;1;0;H;9;21;3;6;1;8;1;3;0;0;11;22;13
725;2019;09/11/2019;Holstein Kiel;Hamburg;1;1;D;9;11;2;2;2;7;2;2;0;1;12;9;13
726;2019;10/11/2019;Heidenheim;Hannover;4;0;H;18;11;7;1;4;4;0;0;0;1;10;6;13
727;2019;10/11/2019;Darmstadt;Regensburg;2;2;D;23;7;9;2;9;1;0;2;0;0;13;12;13
728;2019;10/11/2019;Nurnberg;Bielefeld;1;5;A;14;9;5;6;8;1;2;2;0;0;12;8;13
729;2019;11/11/2019;Karlsruhe;Erzgebirge Aue;1;1;D;31;9;5;4;9;4;0;3;0;1;10;10;13
730;2019;22/11/2019;Erzgebirge Aue;St Pauli;3;1;H;13;14;7;5;5;9;2;1;0;0;10;12;14
731;2019;22/11/2019;Bochum;Osnabruck;1;1;D;17;22;7;7;4;7;1;2;0;0;19;8;14
732;2019;23/11/2019;Bielefeld;Sandhausen;1;1;D;13;15;2;6;3;7;1;1;0;0;8;11;14
733;2019;23/11/2019;Wehen;Holstein Kiel;3;6;A;20;13;7;10;8;6;3;2;0;0;10;7;14
734;2019;23/11/2019;Hamburg;Dresden;2;1;H;16;12;8;4;7;2;1;3;0;0;10;13;14
735;2019;24/11/2019;Greuther Furth;Nurnberg;0;0;D;10;15;2;3;9;7;2;3;0;0;9;16;14
736;2019;24/11/2019;Regensburg;Heidenheim;3;1;H;19;11;7;3;2;3;1;2;0;0;14;12;14
737;2019;24/11/2019;Stuttgart;Karlsruhe;3;0;H;17;7;4;2;8;5;1;1;1;0;13;21;14
738;2019;25/11/2019;Hannover;Darmstadt;1;2;A;17;10;4;8;7;4;5;2;1;0;16;18;14
739;2019;01/12/2019;Darmstadt;Bielefeld;1;3;A;18;11;9;5;4;7;0;2;0;0;5;11;15
740;2019;01/12/2019;Heidenheim;Greuther Furth;1;0;H;15;19;7;1;4;10;1;3;0;0;12;12;15
741;2019;01/12/2019;Sandhausen;Stuttgart;2;1;H;16;24;5;6;6;15;5;3;0;0;13;10;15
742;2019;29/11/2019;Osnabruck;Hamburg;2;1;H;19;18;7;6;5;8;1;1;0;0;6;5;15
743;2019;29/11/2019;Karlsruhe;Regensburg;4;1;H;19;16;11;5;6;4;1;1;0;0;17;12;15
744;2019;30/11/2019;Nurnberg;Wehen;0;2;A;24;5;4;2;5;2;1;1;0;0;13;11;15
745;2019;30/11/2019;St Pauli;Hannover;0;1;A;9;8;2;2;4;2;1;3;0;0;16;19;15
746;2019;30/11/2019;Bochum;Erzgebirge Aue;2;0;H;16;11;4;0;2;2;2;4;0;1;13;17;15
747;2019;30/11/2019;Dresden;Holstein Kiel;1;2;A;9;8;5;3;4;4;3;0;0;0;21;11;15
748;2019;06/12/2019;Bielefeld;Karlsruhe;2;2;D;23;8;4;3;10;7;1;3;0;0;8;12;16
749;2019;06/12/2019;Hamburg;Heidenheim;0;1;A;16;9;9;2;8;1;0;0;0;0;6;11;16
750;2019;07/12/2019;Greuther Furth;Bochum;3;1;H;17;9;7;2;1;2;1;3;0;0;16;14;16
751;2019;07/12/2019;Hannover;Erzgebirge Aue;3;2;H;22;11;5;1;14;3;2;3;0;0;24;10;16
752;2019;07/12/2019;Holstein Kiel;Osnabruck;2;4;A;14;12;5;6;5;3;3;1;1;0;12;15;16
753;2019;08/12/2019;Regensburg;St Pauli;1;0;H;14;11;3;3;7;7;2;3;0;1;18;8;16
754;2019;08/12/2019;Wehen;Darmstadt;0;0;D;15;14;2;6;5;5;1;2;0;1;10;7;16
755;2019;08/12/2019;Dresden;Sandhausen;1;1;D;15;18;7;7;5;4;4;2;0;0;13;13;16
756;2019;09/12/2019;Stuttgart;Nurnberg;3;1;H;14;10;6;1;7;3;2;1;0;0;10;12;16
757;2019;13/12/2019;Bochum;Hannover;2;1;H;11;24;8;10;6;9;2;2;0;0;18;12;17
758;2019;13/12/2019;Erzgebirge Aue;Regensburg;1;0;H;12;11;4;2;4;6;0;3;0;0;10;18;17
759;2019;14/12/2019;Karlsruhe;Greuther Furth;1;5;A;15;15;3;7;8;1;4;5;0;0;15;14;17
760;2019;14/12/2019;Heidenheim;Bielefeld;0;0;D;12;13;3;3;2;7;0;2;0;0;6;9;17
761;2019;14/12/2019;St Pauli;Wehen;3;1;H;12;6;6;3;3;4;1;2;0;0;4;8;17
762;2019;15/12/2019;Sandhausen;Hamburg;1;1;D;12;25;5;4;5;6;1;1;0;0;9;10;17
763;2019;15/12/2019;Osnabruck;Dresden;3;0;H;17;3;9;0;3;1;1;2;0;0;7;15;17
764;2019;15/12/2019;Nurnberg;Holstein Kiel;2;2;D;11;13;4;4;3;4;1;1;0;0;15;14;17
765;2019;16/12/2019;Darmstadt;Stuttgart;1;1;D;12;18;6;8;5;10;1;5;0;0;6;15;17
766;2019;20/12/2019;Nurnberg;Dresden;2;0;H;15;8;3;2;7;5;3;4;0;0;12;10;18
767;2019;20/12/2019;Karlsruhe;Wehen;0;1;A;19;8;2;5;8;1;2;3;0;0;7;19;18
768;2019;21/12/2019;Darmstadt;Hamburg;2;2;D;11;16;5;6;2;4;0;1;0;0;18;12;18
769;2019;21/12/2019;Erzgebirge Aue;Greuther Furth;3;1;H;16;10;8;3;2;4;1;4;0;0;12;19;18
770;2019;21/12/2019;Hannover;Stuttgart;2;2;D;17;14;6;5;8;4;1;3;0;0;14;15;18
771;2019;21/12/2019;St Pauli;Bielefeld;3;0;H;11;19;4;5;5;5;1;0;0;0;10;5;18
772;2019;22/12/2019;Heidenheim;Osnabruck;3;1;H;14;13;5;5;6;7;1;3;0;1;15;4;18
773;2019;22/12/2019;Bochum;Regensburg;2;3;A;20;14;4;6;11;6;1;3;0;1;11;12;18
774;2019;22/12/2019;Sandhausen;Holstein Kiel;2;2;D;15;18;4;6;11;3;1;1;0;0;11;11;18
775;2019;28/01/2020;Bielefeld;Bochum;2;0;H;19;5;4;2;6;3;5;8;0;1;11;13;19
776;2019;28/01/2020;Wehen;Erzgebirge Aue;1;0;H;8;17;2;4;6;1;6;1;1;0;16;17;19
777;2019;28/01/2020;Greuther Furth;St Pauli;3;0;H;24;11;7;2;6;10;1;1;0;0;14;13;19
778;2019;28/01/2020;Regensburg;Hannover;1;0;H;10;9;7;4;8;6;1;4;0;0;11;15;19
779;2019;29/01/2020;Stuttgart;Heidenheim;3;0;H;12;10;5;1;3;5;2;1;0;0;9;12;19
780;2019;29/01/2020;Osnabruck;Sandhausen;1;3;A;9;15;3;7;1;4;3;4;1;0;9;19;19
781;2019;29/01/2020;Holstein Kiel;Darmstadt;1;1;D;22;6;6;1;5;1;1;3;0;0;5;16;19
782;2019;29/01/2020;Dresden;Karlsruhe;1;0;H;10;9;3;1;4;2;5;1;0;0;12;12;19
783;2019;30/01/2020;Hamburg;Nurnberg;4;1;H;16;5;6;3;5;1;2;4;0;0;5;13;19
784;2019;01/02/2020;Hannover;Wehen;2;2;D;17;12;4;6;8;8;1;2;0;0;6;8;20
785;2019;01/02/2020;Karlsruhe;Holstein Kiel;0;2;A;18;19;4;6;7;6;3;1;1;0;17;8;20
786;2019;01/02/2020;St Pauli;Stuttgart;1;1;D;10;13;5;4;4;4;1;1;0;0;7;10;20
787;2019;02/02/2020;Darmstadt;Osnabruck;2;2;D;23;16;11;7;13;7;4;4;0;1;11;12;20
788;2019;02/02/2020;Heidenheim;Dresden;0;0;D;11;8;3;1;7;1;1;1;0;0;12;11;20
789;2019;02/02/2020;Nurnberg;Sandhausen;2;0;H;12;15;3;2;3;9;3;1;1;0;10;10;20
790;2019;03/02/2020;Bochum;Hamburg;1;3;A;17;20;3;5;4;9;1;1;0;0;11;7;20
791;2019;31/01/2020;Erzgebirge Aue;Bielefeld;0;0;D;8;9;4;3;2;9;3;2;0;0;11;10;20
792;2019;31/01/2020;Regensburg;Greuther Furth;0;2;A;20;11;5;8;12;4;4;4;0;0;19;17;20
793;2019;07/02/2020;Sandhausen;Heidenheim;0;1;A;17;9;3;3;7;8;2;2;0;0;13;14;21
794;2019;07/02/2020;Dresden;Darmstadt;2;3;A;11;19;7;7;2;4;3;1;1;0;12;11;21
795;2019;08/02/2020;Hamburg;Karlsruhe;2;0;H;18;6;5;2;7;3;1;1;0;0;7;14;21
796;2019;08/02/2020;Osnabruck;Nurnberg;0;1;A;5;11;1;6;2;2;3;3;0;0;11;19;21
797;2019;08/02/2020;Stuttgart;Erzgebirge Aue;3;0;H;20;10;8;2;6;3;3;2;0;0;9;12;21
798;2019;09/02/2020;Wehen;Bochum;0;1;A;17;12;3;4;11;5;1;4;0;0;13;12;21
799;2019;09/02/2020;Greuther Furth;Hannover;1;3;A;17;8;7;4;13;3;2;5;0;1;13;19;21
800;2019;09/02/2020;Bielefeld;Regensburg;6;0;H;19;5;9;0;8;2;0;3;0;0;4;16;21
801;2019;10/02/2020;Holstein Kiel;St Pauli;2;1;H;12;9;5;4;7;8;1;2;0;0;6;7;21
802;2019;14/02/2020;St Pauli;Dresden;0;0;D;20;3;8;1;8;2;2;3;0;0;8;10;22
803;2019;14/02/2020;Heidenheim;Nurnberg;2;2;D;16;11;7;4;7;0;1;3;0;0;11;13;22
804;2019;15/02/2020;Hannover;Hamburg;1;1;D;9;14;1;5;2;6;4;0;0;0;18;11;22
805;2019;15/02/2020;Regensburg;Wehen;1;0;H;14;9;5;2;7;6;2;2;0;0;12;11;22
806;2019;15/02/2020;Greuther Furth;Bielefeld;2;4;A;16;15;5;7;5;3;0;0;0;0;10;11;22
807;2019;16/02/2020;Karlsruhe;Osnabruck;1;1;D;23;13;9;4;6;7;4;2;0;1;13;10;22
808;2019;16/02/2020;Darmstadt;Sandhausen;1;0;H;11;9;6;0;3;5;3;2;1;0;10;10;22
809;2019;16/02/2020;Erzgebirge Aue;Holstein Kiel;1;2;A;18;9;4;6;6;1;3;2;0;0;15;9;22
810;2019;17/02/2020;Bochum;Stuttgart;0;1;A;12;18;4;7;1;8;1;1;0;0;10;17;22
811;2019;21/02/2020;Osnabruck;Erzgebirge Aue;0;0;D;8;7;2;3;5;2;1;3;0;0;13;17;23
812;2019;21/02/2020;Wehen;Greuther Furth;1;1;D;9;16;3;5;2;6;1;1;0;0;14;11;23
813;2019;22/02/2020;Dresden;Bochum;1;2;A;10;10;2;4;6;1;0;1;0;0;15;17;23
814;2019;22/02/2020;Hamburg;St Pauli;0;2;A;19;8;4;4;10;6;0;4;0;0;3;14;23
815;2019;22/02/2020;Holstein Kiel;Heidenheim;0;1;A;10;13;2;4;6;3;1;3;0;1;9;18;23
816;2019;22/02/2020;Stuttgart;Regensburg;2;0;H;16;10;7;2;5;7;3;3;0;0;15;15;23
817;2019;23/02/2020;Nurnberg;Darmstadt;1;2;A;6;11;2;3;3;4;4;2;2;0;14;11;23
818;2019;23/02/2020;Bielefeld;Hannover;1;0;H;12;11;4;2;5;9;2;3;0;0;16;9;23
819;2019;23/02/2020;Sandhausen;Karlsruhe;0;2;A;12;8;3;3;3;8;4;3;0;0;16;9;23
