Index;Season;Date;HomeTeam;AwayTeam;HomeTeamGoals;AwayTeamGoals;Result;HomeTeamShots;AwayTeamShots;HomeTeamShotsOnTarget;AwayTeamShotsOnTarget;HomeTeamCorners;AwayTeamCorners;HomeTeamYellow;AwayTeamYellow;HomeTeamRed;AwayTeamRed;HomeTeamFouls;AwayTeamFouls;Gameday
1161;2020;10/04/2021;Erzgebirge Aue;St Pauli;1;3;A;10;15;6;10;1;5;2;0;0;0;9;13;27
1162;2020;10/04/2021;Paderborn;Bochum;3;0;H;14;16;11;2;0;5;0;1;0;0;10;8;28
1163;2020;11/04/2021;Osnabruck;Braunschweig;0;4;A;8;10;1;5;5;5;0;2;0;0;8;11;28
1164;2020;11/04/2021;Hannover;Heidenheim;1;3;A;9;8;5;4;4;3;0;0;0;0;3;18;28
1165;2020;11/04/2021;Wurzburger Kickers;Nurnberg;1;1;D;14;13;4;6;3;6;3;4;0;0;8;21;28
1166;2020;14/04/2021;Osnabruck;Regensburg;0;1;A;10;10;4;4;4;1;2;5;0;1;12;14;28
1167;2020;16/04/2021;Darmstadt;Greuther Furth;2;2;D;8;15;3;9;5;7;1;2;0;0;11;16;28
1168;2020;16/04/2021;Braunschweig;Paderborn;0;0;D;4;11;0;3;4;12;1;3;0;0;11;17;28
1169;2020;17/04/2021;St Pauli;Wurzburger Kickers;4;0;H;16;1;7;0;7;0;1;0;0;0;9;7;28
1170;2020;18/04/2021;Bochum;Hannover;4;3;H;11;14;7;8;8;9;1;1;0;0;16;16;28
1171;2020;18/04/2021;Osnabruck;Fortuna Dusseldorf;0;3;A;11;18;3;9;3;6;2;0;0;0;19;10;29
1172;2020;18/04/2021;Regensburg;Heidenheim;0;3;A;8;14;2;10;5;6;3;2;0;0;13;16;29
1173;2020;20/04/2021;Wurzburger Kickers;Darmstadt;1;3;A;13;13;7;3;10;3;5;1;1;0;9;8;29
1174;2020;20/04/2021;Erzgebirge Aue;Nurnberg;0;1;A;6;21;0;10;1;3;0;2;0;0;15;5;29
1175;2020;20/04/2021;Greuther Furth;Braunschweig;3;0;H;15;4;9;0;7;1;0;0;0;0;14;9;29
1176;2020;21/04/2021;Hannover;Regensburg;3;1;H;15;14;8;5;2;6;2;2;0;0;6;13;29
1177;2020;21/04/2021;Heidenheim;Bochum;0;2;A;15;11;3;3;4;2;1;0;0;0;8;13;29
1178;2020;21/04/2021;Paderborn;Osnabruck;2;2;D;13;5;6;2;4;1;2;4;0;0;12;9;29
1179;2020;21/04/2021;Fortuna Dusseldorf;St Pauli;2;0;H;22;9;10;3;6;5;2;4;0;0;19;8;29
1180;2020;22/04/2021;Sandhausen;Hamburg;2;1;H;19;11;6;4;7;6;0;4;0;0;13;11;30
1181;2020;23/04/2021;Braunschweig;Erzgebirge Aue;0;2;A;7;7;3;3;2;1;2;3;0;0;15;11;30
1182;2020;23/04/2021;Karlsruhe;Wurzburger Kickers;2;2;D;13;9;4;3;3;2;0;0;0;0;8;14;30
1183;2020;24/04/2021;Paderborn;Fortuna Dusseldorf;2;1;H;16;14;4;3;3;11;3;0;0;0;8;11;30
1184;2020;24/04/2021;Osnabruck;Holstein Kiel;1;3;A;9;8;2;3;6;3;2;3;0;0;15;11;30
1185;2020;24/04/2021;Nurnberg;Heidenheim;3;1;H;17;10;7;4;3;4;0;5;0;1;8;15;30
1186;2020;25/04/2021;Sandhausen;Hannover;4;2;H;17;22;10;6;4;3;4;4;0;0;15;13;30
1187;2020;25/04/2021;St Pauli;Greuther Furth;2;1;H;14;15;7;3;4;4;0;2;0;0;15;17;30
1188;2020;25/04/2021;Regensburg;Hamburg;1;1;D;9;17;4;10;6;7;2;2;0;0;32;16;30
1189;2020;03/05/2021;Fortuna Dusseldorf;Karlsruhe;3;2;H;16;8;8;1;4;2;2;2;0;0;11;13;31
1190;2020;04/05/2021;Holstein Kiel;Sandhausen;2;0;H;16;10;5;3;2;7;0;1;0;0;8;11;31
1191;2020;07/05/2021;Hannover;Darmstadt;1;2;A;6;10;2;3;2;10;3;2;0;0;14;9;31
1192;2020;07/05/2021;Holstein Kiel;St Pauli;4;0;H;10;13;6;3;3;7;2;0;0;0;9;9;31
1193;2020;26/04/2021;Karlsruhe;Erzgebirge Aue;0;0;D;14;16;6;6;8;4;2;1;0;0;9;9;31
1194;2020;26/04/2021;Darmstadt;Bochum;3;1;H;13;7;6;2;4;1;4;0;0;0;15;4;31
1195;2020;27/04/2021;Nurnberg;Holstein Kiel;1;1;D;9;9;2;4;3;2;3;1;0;0;10;13;31
1196;2020;28/04/2021;Greuther Furth;Sandhausen;3;2;H;18;11;4;7;3;6;3;2;0;0;11;14;31
1197;2020;29/04/2021;Hamburg;Karlsruhe;1;1;D;14;13;4;4;7;5;3;2;0;0;16;14;31
1198;2020;08/05/2021;Fortuna Dusseldorf;Braunschweig;2;2;D;10;13;5;6;4;5;1;3;0;0;9;14;32
1199;2020;08/05/2021;Greuther Furth;Karlsruhe;2;2;D;15;6;5;3;8;2;2;3;0;0;10;14;32
1200;2020;08/05/2021;Wurzburger Kickers;Osnabruck;1;3;A;9;18;1;6;4;6;1;2;0;0;12;16;32
1201;2020;09/05/2021;Heidenheim;Sandhausen;2;1;H;10;15;6;2;9;4;3;2;0;0;12;12;32
1202;2020;09/05/2021;Erzgebirge Aue;Paderborn;3;8;A;13;22;5;10;1;6;2;4;0;0;6;9;32
1203;2020;09/05/2021;Bochum;Regensburg;5;1;H;13;3;8;2;5;1;1;1;0;1;11;11;32
1204;2020;10/05/2021;Holstein Kiel;Hannover;1;0;H;7;14;1;6;7;7;0;0;0;0;7;7;32
1205;2020;10/05/2021;Hamburg;Nurnberg;5;2;H;13;13;7;5;6;5;1;0;0;0;8;10;32
1206;2020;13/05/2021;Holstein Kiel;Regensburg;3;2;H;9;16;6;2;3;2;2;2;0;0;8;20;32
1207;2020;16/05/2021;Paderborn;Greuther Furth;2;4;A;6;12;2;5;5;4;2;0;0;0;15;13;33
1208;2020;16/05/2021;St Pauli;Hannover;1;2;A;12;12;4;5;4;4;4;2;1;0;10;7;33
1209;2020;16/05/2021;Sandhausen;Regensburg;2;0;H;10;7;3;3;3;8;5;1;0;0;12;10;33
1210;2020;16/05/2021;Osnabruck;Hamburg;3;2;H;10;24;5;10;5;7;2;0;0;0;14;10;33
1211;2020;16/05/2021;Nurnberg;Bochum;1;1;D;12;8;7;2;10;4;1;2;0;0;12;15;33
1212;2020;16/05/2021;Karlsruhe;Holstein Kiel;3;2;H;11;8;5;1;2;9;2;0;0;0;12;8;33
1213;2020;16/05/2021;Fortuna Dusseldorf;Erzgebirge Aue;3;0;H;12;2;5;1;4;5;1;2;0;0;4;10;33
1214;2020;16/05/2021;Darmstadt;Heidenheim;5;1;H;8;12;7;5;3;7;0;2;0;0;8;5;33
1215;2020;16/05/2021;Braunschweig;Wurzburger Kickers;1;2;A;18;11;6;5;10;3;2;2;1;0;11;14;33
1216;2020;23/05/2021;Bochum;Sandhausen;3;1;H;14;11;6;5;3;6;1;1;0;0;13;11;34
1217;2020;23/05/2021;Erzgebirge Aue;Osnabruck;2;1;H;18;12;6;4;12;6;3;0;0;0;17;8;34
1218;2020;23/05/2021;Greuther Furth;Fortuna Dusseldorf;3;2;H;16;4;8;3;5;4;3;3;1;0;12;12;34
1219;2020;23/05/2021;Hamburg;Braunschweig;4;0;H;13;15;7;4;4;4;0;0;0;0;17;8;34
1220;2020;23/05/2021;Hannover;Nurnberg;1;2;A;18;13;7;8;10;2;0;1;0;0;6;13;34
1221;2020;23/05/2021;Heidenheim;Karlsruhe;1;2;A;12;7;4;3;8;8;1;3;0;0;14;11;34
1222;2020;23/05/2021;Holstein Kiel;Darmstadt;2;3;A;19;11;7;4;3;2;2;2;0;0;12;21;34
1223;2020;23/05/2021;Wurzburger Kickers;Paderborn;1;1;D;16;23;4;6;3;12;1;1;0;0;6;12;34
1224;2020;23/05/2021;Regensburg;St Pauli;3;0;H;22;3;8;2;4;3;0;3;0;1;10;10;34
1225;2021;23/07/2021;Schalke 04;Hamburg;1;3;A;14;14;8;6;3;5;2;2;0;0;22;13;1
1226;2021;24/07/2021;Werder Bremen;Hannover;1;1;D;9;13;3;4;7;5;1;1;0;0;13;12;1
1227;2021;24/07/2021;Heidenheim;Paderborn;0;0;D;14;8;5;3;4;5;3;3;0;0;5;5;1
1228;2021;24/07/2021;Hansa Rostock;Karlsruhe;1;3;A;9;12;5;5;6;3;3;2;0;0;12;10;1
1229;2021;24/07/2021;Dresden;Ingolstadt;3;0;H;17;9;8;1;5;0;0;2;0;0;7;12;1
1230;2021;24/07/2021;Darmstadt;Regensburg;0;2;A;9;15;0;6;1;5;2;0;0;0;25;14;1
1231;2021;25/07/2021;St Pauli;Holstein Kiel;3;0;H;12;12;3;2;4;3;0;1;0;0;11;15;1
1232;2021;25/07/2021;Sandhausen;Fortuna Dusseldorf;0;2;A;10;18;4;7;9;6;0;2;0;0;6;13;1
1233;2021;25/07/2021;Nurnberg;Erzgebirge Aue;0;0;D;19;6;3;3;7;1;0;3;0;0;8;17;1
1234;2021;01/08/2021;Hamburg;Dresden;1;1;D;17;7;8;3;8;3;4;2;0;0;10;11;2
1235;2021;01/08/2021;Holstein Kiel;Schalke 04;0;3;A;21;10;4;5;8;3;3;3;0;0;10;12;2
1236;2021;01/08/2021;Erzgebirge Aue;St Pauli;0;0;D;11;12;4;3;4;4;1;2;0;0;15;12;2
1237;2021;30/07/2021;Paderborn;Nurnberg;2;2;D;4;12;3;4;3;6;1;4;0;0;17;10;2
1238;2021;30/07/2021;Karlsruhe;Darmstadt;3;0;H;18;5;5;2;5;1;1;3;0;0;5;16;2
1239;2021;31/07/2021;Hannover;Hansa Rostock;0;3;A;12;12;6;7;5;5;2;0;0;0;7;12;2
1240;2021;31/07/2021;Regensburg;Sandhausen;3;0;H;27;15;13;4;5;8;1;3;0;1;9;14;2
1241;2021;31/07/2021;Fortuna Dusseldorf;Werder Bremen;2;3;A;15;16;6;7;3;5;4;3;0;0;13;8;2
1242;2021;31/07/2021;Ingolstadt;Heidenheim;1;2;A;18;12;4;3;4;4;1;1;0;0;9;18;2
1243;2021;13/08/2021;St Pauli;Hamburg;3;2;H;15;9;4;2;3;3;2;3;0;0;9;12;3
1244;2021;13/08/2021;Schalke 04;Erzgebirge Aue;1;1;D;14;10;3;5;3;1;1;2;0;0;14;16;3
1245;2021;14/08/2021;Nurnberg;Fortuna Dusseldorf;2;0;H;15;13;6;2;6;6;3;3;0;0;10;18;3
1246;2021;14/08/2021;Dresden;Hannover;2;0;H;13;14;6;2;4;6;2;3;0;0;9;11;3
1247;2021;14/08/2021;Sandhausen;Karlsruhe;0;0;D;9;9;3;3;3;4;3;1;0;0;15;8;3
1248;2021;14/08/2021;Holstein Kiel;Regensburg;0;3;A;10;11;2;4;4;2;1;3;0;0;15;17;3
1249;2021;15/08/2021;Heidenheim;Hansa Rostock;1;1;D;12;7;3;6;6;3;0;3;0;0;10;11;3
1250;2021;15/08/2021;Darmstadt;Ingolstadt;6;1;H;20;6;9;2;5;1;2;3;0;0;10;16;3
1251;2021;15/08/2021;Werder Bremen;Paderborn;1;4;A;18;14;7;7;7;2;2;2;0;0;10;9;3
1252;2021;20/08/2021;Hannover;Heidenheim;1;0;H;11;13;3;4;10;4;2;1;0;0;7;18;4
1253;2021;20/08/2021;Fortuna Dusseldorf;Holstein Kiel;2;2;D;19;9;4;5;9;2;1;3;0;0;8;7;4
1254;2021;21/08/2021;Hansa Rostock;Dresden;1;3;A;14;15;4;9;8;3;2;4;0;0;8;19;4
1255;2021;21/08/2021;Regensburg;Schalke 04;4;1;H;16;15;6;4;8;2;2;1;0;0;11;10;4
1256;2021;21/08/2021;Paderborn;St Pauli;3;1;H;19;10;5;4;4;4;1;1;0;1;12;6;4
1257;2021;21/08/2021;Karlsruhe;Werder Bremen;0;0;D;8;18;2;4;5;8;3;3;1;0;11;12;4
1258;2021;22/08/2021;Erzgebirge Aue;Sandhausen;1;3;A;17;14;7;6;5;7;1;2;0;0;6;14;4
1259;2021;22/08/2021;Ingolstadt;Nurnberg;0;0;D;14;13;3;6;7;7;4;2;0;0;19;9;4
1260;2021;22/08/2021;Hamburg;Darmstadt;2;2;D;19;16;5;6;5;1;2;4;0;0;7;11;4
1261;2021;27/08/2021;Sandhausen;Ingolstadt;0;2;A;12;10;2;5;4;4;2;3;0;0;8;9;5
1262;2021;27/08/2021;Nurnberg;Karlsruhe;2;1;H;14;15;6;5;3;7;1;2;0;0;10;5;5
1263;2021;28/08/2021;Schalke 04;Fortuna Dusseldorf;3;1;H;18;17;11;6;10;7;2;3;0;0;7;6;5
1264;2021;28/08/2021;Holstein Kiel;Erzgebirge Aue;3;0;H;18;17;9;1;6;5;0;5;0;0;13;14;5
1265;2021;28/08/2021;Heidenheim;Hamburg;0;0;D;18;14;4;5;15;3;3;2;0;0;9;8;5
1266;2021;28/08/2021;Darmstadt;Hannover;4;0;H;14;10;7;3;4;9;1;2;0;0;11;10;5
1267;2021;29/08/2021;Werder Bremen;Hansa Rostock;3;0;H;21;4;7;2;8;0;0;4;0;0;11;18;5
1268;2021;29/08/2021;St Pauli;Regensburg;2;0;H;22;8;5;3;11;4;1;2;0;0;4;8;5
1269;2021;29/08/2021;Dresden;Paderborn;0;3;A;14;10;8;5;6;1;2;2;1;0;9;10;5
1270;2021;11/09/2021;Hannover;St Pauli;1;0;H;14;9;5;3;6;5;3;3;0;0;15;10;6
1271;2021;11/09/2021;Karlsruhe;Holstein Kiel;2;2;D;22;14;7;5;6;5;2;0;0;0;9;9;6
1272;2021;11/09/2021;Hamburg;Sandhausen;2;1;H;25;9;9;3;15;3;0;4;0;1;4;10;6
1273;2021;11/09/2021;Ingolstadt;Werder Bremen;0;3;A;11;18;2;8;4;5;1;2;0;0;9;4;6
1274;2021;12/09/2021;Erzgebirge Aue;Fortuna Dusseldorf;0;1;A;15;18;4;4;5;7;2;2;0;0;9;13;6
1275;2021;12/09/2021;Hansa Rostock;Darmstadt;2;1;H;13;12;5;5;7;4;2;4;0;0;11;16;6
1276;2021;12/09/2021;Heidenheim;Dresden;2;1;H;21;14;6;2;10;6;2;1;0;0;11;4;6
1277;2021;12/09/2021;Paderborn;Schalke 04;0;1;A;14;17;3;8;5;4;2;1;0;0;15;9;6
1278;2021;12/09/2021;Regensburg;Nurnberg;2;2;D;15;14;6;5;5;3;4;3;0;1;12;16;6
1279;2021;17/09/2021;Schalke 04;Karlsruhe;1;2;A;12;9;3;4;2;8;3;1;1;0;10;9;7
1280;2021;17/09/2021;Nurnberg;Hansa Rostock;1;0;H;10;15;4;4;6;4;0;4;0;0;9;16;7
1281;2021;18/09/2021;Fortuna Dusseldorf;Regensburg;1;1;D;15;8;5;2;3;3;1;4;0;0;18;15;7
1282;2021;18/09/2021;Holstein Kiel;Hannover;0;3;A;8;17;3;4;3;4;0;1;1;0;5;16;7
1283;2021;18/09/2021;Werder Bremen;Hamburg;0;2;A;19;5;4;4;5;3;7;4;1;1;16;15;7
1284;2021;18/09/2021;Sandhausen;Heidenheim;1;3;A;9;17;2;7;6;7;1;0;0;0;6;7;7
1285;2021;19/09/2021;St Pauli;Ingolstadt;4;1;H;20;9;10;1;8;3;0;1;0;0;5;17;7
1286;2021;19/09/2021;Darmstadt;Dresden;1;0;H;13;9;5;3;3;6;2;6;1;1;12;18;7
1287;2021;19/09/2021;Erzgebirge Aue;Paderborn;1;4;A;14;15;5;7;3;3;0;0;0;0;10;5;7
1288;2021;24/09/2021;Heidenheim;Darmstadt;2;1;H;18;15;4;6;11;7;2;2;0;0;10;14;8
1289;2021;24/09/2021;Regensburg;Erzgebirge Aue;3;2;H;17;14;7;6;6;3;1;4;0;0;7;21;8
1290;2021;25/09/2021;Hansa Rostock;Schalke 04;0;2;A;14;14;3;6;3;5;3;2;0;0;13;17;8
1291;2021;25/09/2021;Ingolstadt;Fortuna Dusseldorf;1;2;A;11;13;3;2;4;8;4;3;0;1;15;13;8
1292;2021;25/09/2021;Karlsruhe;St Pauli;1;3;A;17;15;5;6;7;1;6;2;0;0;17;6;8
1293;2021;25/09/2021;Paderborn;Holstein Kiel;1;2;A;12;22;5;6;3;11;5;2;1;0;11;9;8
1294;2021;26/09/2021;Hamburg;Nurnberg;2;2;D;16;8;6;3;12;3;3;2;0;0;12;9;8
1295;2021;26/09/2021;Hannover;Sandhausen;1;2;A;18;10;7;4;4;3;3;2;0;0;11;19;8
1296;2021;26/09/2021;Dresden;Werder Bremen;3;0;H;12;14;5;3;4;8;1;3;0;0;5;8;8
1297;2021;01/10/2021;Werder Bremen;Heidenheim;3;0;H;11;9;4;3;9;2;0;0;0;0;9;8;9
1298;2021;01/10/2021;Erzgebirge Aue;Hamburg;1;1;D;10;9;3;2;3;7;2;3;1;0;11;13;9
1299;2021;02/10/2021;Fortuna Dusseldorf;Paderborn;2;3;A;22;22;12;7;5;4;3;1;0;0;14;10;9
1300;2021;02/10/2021;Holstein Kiel;Hansa Rostock;0;2;A;12;7;5;3;9;1;4;4;0;0;12;10;9
1301;2021;02/10/2021;Nurnberg;Hannover;0;0;D;18;12;4;1;6;7;2;1;1;0;10;13;9
1302;2021;02/10/2021;Regensburg;Karlsruhe;2;2;D;15;14;6;4;0;5;1;3;0;0;16;12;9
1303;2021;03/10/2021;Schalke 04;Ingolstadt;3;0;H;11;9;5;0;3;1;1;1;0;0;7;7;9
1304;2021;03/10/2021;St Pauli;Dresden;3;0;H;17;6;7;0;6;0;1;2;0;0;11;10;9
1305;2021;03/10/2021;Sandhausen;Darmstadt;1;6;A;6;17;3;9;3;1;3;1;0;0;11;5;9
1306;2021;15/10/2021;Hannover;Schalke 04;0;1;A;1;22;0;6;2;8;2;2;0;0;15;9;10
1307;2021;15/10/2021;Paderborn;Regensburg;1;1;D;16;15;6;5;7;2;1;3;0;0;16;12;10
1308;2021;16/10/2021;Hamburg;Fortuna Dusseldorf;1;1;D;21;7;7;2;10;4;2;1;0;1;13;10;10
1309;2021;16/10/2021;Ingolstadt;Holstein Kiel;1;1;D;15;6;3;1;5;3;4;2;0;0;11;13;10
1310;2021;16/10/2021;Heidenheim;St Pauli;2;4;A;10;11;4;7;3;7;3;2;0;0;12;10;10
1311;2021;16/10/2021;Karlsruhe;Erzgebirge Aue;2;1;H;11;13;3;4;3;5;1;4;1;0;11;22;10
1312;2021;17/10/2021;Dresden;Nurnberg;0;1;A;15;9;5;3;4;5;2;4;0;0;6;10;10
1313;2021;17/10/2021;Hansa Rostock;Sandhausen;1;1;D;17;4;3;3;9;0;2;4;0;0;7;12;10
1314;2021;17/10/2021;Darmstadt;Werder Bremen;3;0;H;10;14;5;3;3;3;4;3;0;0;11;16;10
1315;2021;22/10/2021;Erzgebirge Aue;Ingolstadt;1;0;H;19;9;5;2;7;3;3;2;1;0;11;12;11
1316;2021;22/10/2021;Paderborn;Hamburg;1;2;A;13;24;9;9;8;10;2;5;0;0;15;11;11
1317;2021;23/10/2021;Schalke 04;Dresden;3;0;H;12;18;8;5;2;9;2;2;0;0;12;8;11
1318;2021;23/10/2021;Nurnberg;Heidenheim;4;0;H;10;10;4;3;5;5;0;3;0;0;10;13;11
1319;2021;23/10/2021;Holstein Kiel;Darmstadt;1;1;D;18;15;6;6;4;6;4;3;0;0;15;11;11
1320;2021;23/10/2021;Fortuna Dusseldorf;Karlsruhe;3;1;H;22;10;7;2;11;1;0;1;0;0;10;7;11
1321;2021;24/10/2021;St Pauli;Hansa Rostock;4;0;H;17;5;10;1;6;0;0;2;0;0;6;10;11
1322;2021;24/10/2021;Sandhausen;Werder Bremen;2;2;D;12;18;4;7;0;7;5;4;0;0;19;11;11
1323;2021;24/10/2021;Regensburg;Hannover;3;1;H;13;16;5;4;4;7;0;2;0;0;15;15;11
1324;2021;29/10/2021;Heidenheim;Schalke 04;1;0;H;17;12;4;5;13;4;3;1;0;0;10;8;12
1325;2021;29/10/2021;Darmstadt;Nurnberg;2;0;H;12;15;2;4;4;4;2;3;0;0;11;6;12
1326;2021;30/10/2021;Dresden;Sandhausen;0;1;A;17;11;5;3;10;5;1;2;0;0;7;19;12
1327;2021;30/10/2021;Hannover;Erzgebirge Aue;1;1;D;11;18;5;3;5;7;4;2;0;0;15;9;12
1328;2021;30/10/2021;Hamburg;Holstein Kiel;1;1;D;15;13;3;6;5;8;3;4;0;0;14;9;12
1329;2021;30/10/2021;Werder Bremen;St Pauli;1;1;D;13;15;2;3;7;2;4;2;0;0;16;12;12
1330;2021;31/10/2021;Ingolstadt;Regensburg;0;3;A;12;7;3;5;2;6;1;1;0;0;12;19;12
1331;2021;31/10/2021;Hansa Rostock;Fortuna Dusseldorf;2;1;H;11;7;7;3;4;2;1;1;0;0;10;18;12
1332;2021;31/10/2021;Karlsruhe;Paderborn;2;4;A;19;11;8;8;5;3;5;0;0;0;14;10;12
1333;2021;05/11/2021;Nurnberg;Werder Bremen;1;2;A;8;18;2;8;2;9;5;3;0;0;12;11;13
1334;2021;05/11/2021;Holstein Kiel;Dresden;2;1;H;19;17;7;4;5;7;1;3;0;0;6;11;13
1335;2021;06/11/2021;Fortuna Dusseldorf;Hannover;1;1;D;16;11;4;5;8;5;1;1;0;0;14;11;13
1336;2021;06/11/2021;Paderborn;Ingolstadt;2;1;H;20;14;7;4;9;3;0;1;0;0;11;11;13
1337;2021;06/11/2021;Regensburg;Hansa Rostock;2;3;A;15;11;6;4;5;4;1;6;0;0;16;16;13
1338;2021;06/11/2021;Karlsruhe;Hamburg;1;1;D;22;14;7;3;9;3;3;1;0;0;14;14;13
1339;2021;07/11/2021;Schalke 04;Darmstadt;2;4;A;19;17;8;6;9;4;2;2;0;0;7;21;13
1340;2021;07/11/2021;Erzgebirge Aue;Heidenheim;2;0;H;12;12;5;5;3;7;1;3;0;0;8;17;13
1341;2021;19/11/2021;Hannover;Paderborn;0;0;D;17;15;5;3;8;3;2;2;1;0;9;16;13
1342;2021;19/11/2021;Sandhausen;Nurnberg;1;2;A;10;15;6;8;6;10;3;1;0;0;15;6;14
1343;2021;20/11/2021;Werder Bremen;Schalke 04;1;1;D;15;15;4;3;4;8;1;4;0;0;8;20;14
1344;2021;20/11/2021;Hansa Rostock;Erzgebirge Aue;1;2;A;17;8;6;2;6;3;5;2;0;0;12;26;14
1345;2021;20/11/2021;Hamburg;Regensburg;4;1;H;15;16;7;6;8;8;1;2;0;0;13;15;14
1346;2021;20/11/2021;Darmstadt;St Pauli;4;0;H;12;12;8;4;5;3;3;1;0;0;24;10;14
1347;2021;21/11/2021;Heidenheim;Holstein Kiel;2;1;H;14;17;5;4;5;3;1;2;0;0;7;8;14
1348;2021;21/11/2021;Dresden;Fortuna Dusseldorf;1;0;H;7;10;3;2;4;5;3;2;0;0;12;13;14
1349;2021;21/11/2021;Ingolstadt;Karlsruhe;1;1;D;18;18;2;3;7;5;0;1;0;0;12;10;14
1350;2021;24/11/2021;St Pauli;Sandhausen;3;1;H;20;5;9;2;8;2;1;3;0;0;10;11;14
1351;2021;26/11/2021;Regensburg;Dresden;3;1;H;16;14;6;5;4;5;2;3;0;0;10;17;15
1352;2021;26/11/2021;Fortuna Dusseldorf;Heidenheim;0;1;A;15;17;4;5;11;5;3;0;0;0;9;13;15
1353;2021;27/11/2021;Schalke 04;Sandhausen;5;2;H;26;7;9;3;9;2;1;1;0;0;7;14;15
1354;2021;27/11/2021;Karlsruhe;Hannover;4;0;H;14;13;9;2;5;5;1;2;0;0;5;11;15
1355;2021;27/11/2021;Erzgebirge Aue;Darmstadt;1;2;A;9;17;5;7;1;7;0;1;0;0;10;11;15
1356;2021;27/11/2021;Holstein Kiel;Werder Bremen;2;1;H;18;17;8;6;5;9;2;1;0;0;6;10;15
1357;2021;28/11/2021;Paderborn;Hansa Rostock;1;1;D;18;10;5;3;6;7;2;1;0;0;10;9;15
1358;2021;28/11/2021;Nurnberg;St Pauli;2;3;A;19;13;10;7;6;10;0;2;0;0;7;10;15
1359;2021;28/11/2021;Hamburg;Ingolstadt;3;0;H;21;13;8;5;7;5;1;0;0;0;10;8;15
1360;2021;03/12/2021;Werder Bremen;Erzgebirge Aue;4;0;H;15;9;8;3;6;2;2;2;0;0;14;16;16
1361;2021;03/12/2021;Darmstadt;Fortuna Dusseldorf;1;3;A;20;9;8;3;6;4;2;1;0;0;20;8;16
1362;2021;04/12/2021;St Pauli;Schalke 04;2;1;H;15;13;7;5;8;4;1;2;0;0;9;15;16
1363;2021;04/12/2021;Sandhausen;Paderborn;1;1;D;15;8;4;2;4;1;3;4;0;0;14;12;16
1364;2021;04/12/2021;Nurnberg;Holstein Kiel;2;1;H;17;15;6;4;6;3;2;1;0;0;9;6;16
1365;2021;04/12/2021;Hansa Rostock;Ingolstadt;1;1;D;21;6;5;3;6;0;3;2;0;0;15;12;16
1366;2021;05/12/2021;Hannover;Hamburg;1;0;H;7;10;2;3;4;4;2;2;0;0;11;6;16
1367;2021;05/12/2021;Heidenheim;Regensburg;3;0;H;19;10;8;2;4;7;2;1;0;1;16;9;16
1368;2021;05/12/2021;Dresden;Karlsruhe;3;1;H;19;9;9;2;5;3;1;3;0;1;9;14;16
1369;2021;10/12/2021;Schalke 04;Nurnberg;4;1;H;25;9;8;3;7;3;2;1;0;0;15;6;17
1370;2021;10/12/2021;Regensburg;Werder Bremen;2;3;A;17;17;6;6;5;2;2;2;0;0;15;12;17
1371;2021;11/12/2021;Holstein Kiel;Sandhausen;2;2;D;19;7;8;2;6;3;2;5;0;0;5;12;17
1372;2021;11/12/2021;Ingolstadt;Hannover;1;2;A;8;13;3;5;2;1;4;2;0;0;10;14;17
1373;2021;11/12/2021;Paderborn;Darmstadt;0;1;A;9;17;2;4;3;8;2;4;0;0;12;15;17
1374;2021;11/12/2021;Fortuna Dusseldorf;St Pauli;1;1;D;7;13;3;7;4;6;2;1;0;0;11;10;17
1375;2021;12/12/2021;Erzgebirge Aue;Dresden;0;1;A;18;10;9;3;5;6;1;1;0;0;10;14;17
1376;2021;12/12/2021;Hamburg;Hansa Rostock;3;0;H;17;13;10;6;10;3;4;4;0;0;12;12;17
1377;2021;12/12/2021;Karlsruhe;Heidenheim;3;2;H;12;19;4;7;5;4;1;2;0;0;10;16;17
1378;2021;17/12/2021;Holstein Kiel;St Pauli;3;0;H;22;10;11;3;5;6;2;4;0;0;13;12;18
1379;2021;17/12/2021;Fortuna Dusseldorf;Sandhausen;0;1;A;14;4;3;1;10;3;0;0;0;0;10;8;18
1380;2021;18/12/2021;Erzgebirge Aue;Nurnberg;1;3;A;19;19;3;8;2;3;1;2;0;0;9;16;18
1381;2021;18/12/2021;Hamburg;Schalke 04;1;1;D;8;30;3;7;6;13;2;5;0;0;10;8;18
1382;2021;18/12/2021;Paderborn;Heidenheim;1;2;A;12;19;3;6;3;11;3;3;0;0;14;12;18
1383;2021;18/12/2021;Ingolstadt;Dresden;3;0;H;13;5;5;1;6;1;3;1;0;0;21;14;18
1384;2021;19/12/2021;Hannover;Werder Bremen;1;4;A;8;19;7;6;5;5;1;3;0;0;10;9;18
1385;2021;19/12/2021;Regensburg;Darmstadt;0;2;A;14;12;5;3;3;2;1;2;0;0;14;10;18
1386;2021;19/12/2021;Karlsruhe;Hansa Rostock;2;2;D;9;18;4;7;0;6;1;2;0;0;7;14;18
1387;2021;14/01/2022;Hansa Rostock;Hannover;0;1;A;13;5;5;2;3;4;3;2;0;0;13;14;19
1388;2021;14/01/2022;Dresden;Hamburg;1;1;D;19;10;8;5;4;5;2;0;0;0;11;14;19
1389;2021;15/01/2022;Werder Bremen;Fortuna Dusseldorf;3;0;H;18;4;8;0;10;3;1;0;0;1;16;12;19
1390;2021;15/01/2022;St Pauli;Erzgebirge Aue;2;2;D;12;7;6;3;5;2;0;2;0;0;8;17;19
